File,Source_Contract,Source_Function,Target_Contract,Chain
MarbleNFTFactory.sol,MarbleNFTFactory,setLastMintedNFTId,MarbleNFTFactory,onlyOwner
MarbleNFTFactory.sol,MarbleNFTFactory,setLastMintedNFTId,MarbleNFTFactory,whenPaused
MarbleNFTFactory.sol,MarbleNFTFactory,setMarbleDutchAuctionContract,MarbleNFTFactory,onlyAdmin
MarbleNFTFactory.sol,MarbleNFTFactory,setMarbleDutchAuctionContract,MarbleNFTFactory,whenNotPaused
MarbleNFTFactory.sol,MarbleNFTFactory,setNFTContract,MarbleNFTFactory,onlyAdmin
MarbleNFTFactory.sol,MarbleNFTFactory,setNFTContract,MarbleNFTFactory,whenNotPaused
MarbleNFTFactory.sol,MarbleNFTFactory,setCandidateContract,MarbleNFTFactory,onlyAdmin
MarbleNFTFactory.sol,MarbleNFTFactory,setCandidateContract,MarbleNFTFactory,whenNotPaused
MarbleNFTFactory.sol,MarbleNFTFactory,mint,MarbleNFTFactory,onlyAdmin
MarbleNFTFactory.sol,MarbleNFTFactory,mint,MarbleNFTFactory,whenNotPaused
MarbleNFTFactory.sol,MarbleNFTFactory,mint,MarbleNFTFactory,MarbleNFTCreated
MarbleNFTFactory.sol,MarbleNFTFactory,burn,MarbleNFTFactory,onlyAdmin
MarbleNFTFactory.sol,MarbleNFTFactory,burn,MarbleNFTFactory,whenNotPaused
MarbleNFTFactory.sol,MarbleNFTFactory,burn,MarbleNFTFactory,MarbleNFTBurned
Priceable.sol,Priceable,withdrawBalance,Priceable,No chain
Priceable.sol,Priceable,withdrawBalance,Priceable,No chain
Priceable.sol,Priceable,withdrawBalance,Priceable,onlyOwner
Priceable.sol,Priceable,withdrawBalance,Priceable,Withdraw
Adminable.sol,Adminable,addAdmin,Adminable,onlyOwner
Adminable.sol,Adminable,removeAdmin,Adminable,onlyOwner
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMinimalPrice,MarbleNFTCandidate,onlyAdmin
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidate,MarbleNFTCandidate,whenNotPaused
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidate,MarbleNFTCandidate,minimalPrice
MarbleNFTCandidate.sol,MarbleNFTCandidate,removeCandidate,MarbleNFTCandidate,onlyAdmin
MetaCoin.sol,MetaCoin,constructor,MetaCoin,No Chain
EIP712Base.sol,EIP712Base,constructor,EIP712Base,No chain
RmbcSeller.sol,RmbcSeller,setMinimalPaidAmount,RmbcSeller,onlyOwner
RmbcSeller.sol,RmbcSeller,payChainCurrency,RmbcSeller,minimalPrice
RmbcSeller.sol,RmbcSeller,payChainCurrency,RmbcSeller,ChainCurrencyPaid
Pausable.sol,Pausable,pause,Pausable,onlyOwner
Pausable.sol,Pausable,pause,Pausable,whenNotPaused
Pausable.sol,Pausable,pause,Pausable,Pause
Pausable.sol,Pausable,unpause,Pausable,onlyOwner
Pausable.sol,Pausable,unpause,Pausable,whenPaused
Pausable.sol,Pausable,unpause,Pausable,Unpause
MarbleBankWithdrawAuthorization.sol,MarbleBankWithdrawAuthorization,addToWhitelist,MarbleBankWithdrawAuthorization,onlyOwner
MarbleBankWithdrawAuthorization.sol,MarbleBankWithdrawAuthorization,addToWhitelist,MarbleBankWithdrawAuthorization,AddedToWhitelist
MarbleBankWithdrawAuthorization.sol,MarbleBankWithdrawAuthorization,removeFromWhitelist,MarbleBankWithdrawAuthorization,onlyOwner
MarbleBankWithdrawAuthorization.sol,MarbleBankWithdrawAuthorization,removeFromWhitelist,MarbleBankWithdrawAuthorization,RemovedFromWhitelist
MarbleMetatransactionsInterface.sol,MarbleMetatransactionsInterface,setMarbleFactoryContract,MarbleNFT,No chain
Migrations.sol,Migrations,setCompleted,Migrations,restricted
Migrations.sol,Migrations,upgrade,Migrations,restricted
TokenPriceable.sol,TokenPriceable,setBankContract,TokenPriceable,onlyOwner
TokenPriceable.sol,TokenPriceable,withdrawTokens,TokenPriceable,No chain
TokenPriceable.sol,TokenPriceable,withdrawTokens,TokenPriceable,No chain
TokenPriceable.sol,TokenPriceable,withdrawTokens,TokenPriceable,onlyOwner
TokenPriceable.sol,TokenPriceable,withdrawTokens,TokenPriceable,TokensWithdrawal
MarbleBankInterface.sol,MarbleBankInterface,transferToNewBank,MarbleBankInterface,No chain
MarbleBank.sol,MarbleBank,deposit,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,withdraw,MarbleBank,hasTokenAccount
MarbleBank.sol,MarbleBank,withdraw,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,pay,MarbleBank,hasTokenAccount
MarbleBank.sol,MarbleBank,pay,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,payByAffiliate,MarbleBank,mustBeAffiliate
MarbleBank.sol,MarbleBank,payByAffiliate,MarbleBank,hasTokenAccount
MarbleBank.sol,MarbleBank,payByAffiliate,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,addAffiliate,MarbleBank,onlyOwner
MarbleBank.sol,MarbleBank,addAffiliate,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,addAffiliate,MarbleBank,AffiliateAdded
MarbleBank.sol,MarbleBank,removeAffiliate,MarbleBank,onlyOwner
MarbleBank.sol,MarbleBank,removeAffiliate,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,removeAffiliate,MarbleBank,AffiliateRemoved
MarbleBank.sol,MarbleBank,setWithdrawAuthorization,MarbleBank,No chain
MarbleBank.sol,MarbleBank,setWithdrawAuthorization,MarbleBank,onlyOwner
MarbleBank.sol,MarbleBank,setWithdrawAuthorization,MarbleBank,whenNotPaused
MarbleBank.sol,MarbleBank,transferToNewBank,MarbleBank,No chain
MarbleBank.sol,MarbleBank,transferToNewBank,MarbleBank,onlyOwner
MarbleBank.sol,MarbleBank,transferToNewBank,MarbleBank,whenPaused
MarbleBank.sol,MarbleBank,withdrawByOwner,MarbleBank,No chain
MarbleBank.sol,MarbleBank,withdrawByOwner,MarbleBank,No chain
MarbleBank.sol,MarbleBank,withdrawByOwner,MarbleBank,onlyOwner
MarbleBank.sol,MarbleBank,withdrawByOwner,MarbleBank,whenPaused
MarbleBank.sol,MarbleBank,_deposit,MarbleBank,No chain
MarbleBank.sol,MarbleBank,_deposit,MarbleBank,No chain
MarbleBank.sol,MarbleBank,_deposit,MarbleBank,Deposit
MarbleBank.sol,MarbleBank,_pay,MarbleBank,Payment
MarbleBank.sol,MarbleBank,_withdraw,MarbleBank,No chain
MarbleBank.sol,MarbleBank,_withdraw,MarbleBank,No chain
MarbleBank.sol,MarbleBank,_withdraw,MarbleBank,No chain
MarbleBank.sol,MarbleBank,_withdraw,MarbleBank,Withdrawal
EIP712MetaTransaction.sol,EIP712MetaTransaction,constructor,EIP712MetaTransaction,No Chain
EIP712MetaTransaction.sol,EIP712MetaTransaction,executeMetaTransaction,EIP712MetaTransaction,No chain
EIP712MetaTransaction.sol,EIP712MetaTransaction,executeMetaTransaction,EIP712MetaTransaction,No chain
EIP712MetaTransaction.sol,EIP712MetaTransaction,executeMetaTransaction,EIP712MetaTransaction,No chain
EIP712MetaTransaction.sol,EIP712MetaTransaction,executeMetaTransaction,EIP712MetaTransaction,MetaTransactionExecuted
Priceable.sol,Priceable,withdrawBalance,Priceable,No chain
Priceable.sol,Priceable,withdrawBalance,Priceable,No chain
Priceable.sol,Priceable,withdrawBalance,Priceable,onlyOwner
Priceable.sol,Priceable,withdrawBalance,Priceable,Withdraw
Adminable.sol,Adminable,addAdmin,Adminable,onlyOwner
Adminable.sol,Adminable,removeAdmin,Adminable,onlyOwner
MarbleNFTCandidate.sol,MarbleNFTCandidate,_createCandidate,MarbleNFTCandidate,CandidateCreated
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMinimalMintingPriceInToken,MarbleNFTCandidate,onlyAdmin
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMinimalMintingPriceInToken,MarbleNFTCandidate,MinimalMintingPriceChanged
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMinimalPrice,MarbleNFTCandidate,onlyAdmin
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMinimalPrice,MarbleNFTCandidate,MinimalMintingPriceChanged
MarbleNFTCandidate.sol,MarbleNFTCandidate,setMetatransactionsContract,MarbleNFTCandidate,onlyAdmin
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidate,MarbleNFTCandidate,whenNotPaused
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidate,MarbleNFTCandidate,minimalPrice
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateForUser,MarbleNFTCandidate,whenNotPaused
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateForUser,MarbleNFTCandidate,minimalPrice
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20,MarbleNFTCandidate,whenNotPaused
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20,MarbleNFTCandidate,tokenAccepted
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20,MarbleNFTCandidate,tokenPrice
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20ForUser,MarbleNFTCandidate,whenNotPaused
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20ForUser,MarbleNFTCandidate,onlyMetatransactionsContract
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20ForUser,MarbleNFTCandidate,tokenAccepted
MarbleNFTCandidate.sol,MarbleNFTCandidate,createCandidateWithERC20ForUser,MarbleNFTCandidate,tokenPrice
MarbleNFTCandidate.sol,MarbleNFTCandidate,removeCandidate,MarbleNFTCandidate,onlyAdmin
